total_rides,start_station_name,lng,lat
14225,Racine Ave & Belmont Ave,-87.658864879240724,41.939728848042208
14192,Burling St & Diversey Pkwy,-87.647758238353262,41.933131016495949
14165,Pine Grove Ave & Irving Park Rd,-87.648052773352759,41.954383477835471
14128,Sheridan Rd & Irving Park Rd,-87.654411897313977,41.954244965038939
13980,Ritchie Ct & Banks St,-87.626198202426153,41.90687068261439
13964,Buckingham Fountain,-87.620822280578466,41.875869810894429
13851,Sheffield Ave & Kingsbury St,-87.653120134851619,41.910542007485439
13791,Michigan Ave & 14th St,-87.623720301400468,41.864112416085213
13711,Broadway & Sheridan Rd,-87.649996306138931,41.952824180437617
13602,Clark St & North Ave,-87.631965025854356,41.911965218861212
13592,Sedgwick St & Huron St,-87.638389049462717,41.894661891335382
13565,Clinton St & Jackson Blvd,-87.640982168483575,41.878307985566387
13534,Cityfront Plaza Dr & Pioneer Ct,-87.62205293153923,41.89054318461055
13399,Sheffield Ave & Willow St,-87.652851622387757,41.913702722527
13327,Burnham Harbor,-87.6133421320184,41.856268871998928
13162,Michigan Ave & Pearson St,-87.623520626211757,41.897551321331122
13086,Field Blvd & South Water St,-87.617493938215645,41.886268340247689
13027,Franklin St & Monroe St,-87.635257199339,41.880202325588407
12919,Canal St & Madison St,-87.639849262779748,41.882080416287629
12904,Southport Ave & Wellington Ave,-87.663594992492818,41.935716613535448
12894,Greenview Ave & Fullerton Ave,-87.665808403413024,41.925352706894678
12795,Clarendon Ave & Gordon Ter,-87.649498605212159,41.957856108564279
12671,Milwaukee Ave & Wabansia Ave,-87.681399222915445,41.912617957817041
12587,Stetson Ave & South Water St,-87.62225548792027,41.886738837744517
12541,Wells St & Polk St,-87.63356162843067,41.872562156178866
12471,Desplaines St & Randolph St,-87.644549337905872,41.88460309068244
12422,Shore Dr & 55th St,-87.580739350826434,41.7952141247343
12330,Southport Ave & Wrightwood Ave,-87.663905664779591,41.928777844327634
12305,Damen Ave & Cortland St,-87.677329998072409,41.915983463000408
12059,Dayton St & North Ave,-87.649419762014332,41.910587882695928
12048,Larrabee St & Division St,-87.64334440427055,41.903497153814783
11975,Ellis Ave & 55th St,-87.601448678968652,41.794299057107239
11905,State St & Pearson St,-87.628727889031623,41.897450238409142
11901,Halsted St & Willow St,-87.648767485593666,41.913860692013344
11891,Ravenswood Ave & Lawrence Ave,-87.674234777646248,41.969096469757019
11872,Michigan Ave & Madison St,-87.62512839145792,41.88209910762788
11835,Clark St & Winnemac Ave,-87.667846685652,41.973350945089074
11770,LaSalle St & Jackson Blvd,-87.631848347630324,41.878113550431607
11726,Desplaines St & Jackson Blvd,-87.64404447899868,41.87773288668425
11630,Clarendon Ave & Junior Ter,-87.649582453472846,41.961003863724919
11569,Aberdeen St & Jackson Blvd,-87.654800740873981,41.87773133858505
11536,Michigan Ave & Jackson Blvd,-87.624079712704741,41.877842345979531
11521,Damen Ave & Chicago Ave,-87.677182886519461,41.895729654619331
11519,Lincoln Ave & Roscoe St,-87.6709833721798,41.9434036104376
11411,Kimbark Ave & 53rd St,-87.594745364791919,41.799567698461971
11377,DuSable Lake Shore Dr & Belmont Ave,-87.639189559485,41.940766644744663
11332,Orleans St & Chestnut St (NEXT Apts),-87.637534902479715,41.898171045325682
11313,Clifton Ave & Armitage Ave,-87.656959129879951,41.918213257038772
11233,DuSable Lake Shore Dr & Wellington Ave,-87.6368294089797,41.936693525807883
11117,Lincoln Ave & Belmont Ave,-87.668356992278362,41.939369645739852
11099,DuSable Lake Shore Dr & Diversey Pkwy,-87.6364245578757,41.932584354172484
11096,Ogden Ave & Chicago Ave,-87.654065362172062,41.896362468311182
11071,Honore St & Division St,-87.673910862643908,41.903125515042049
11034,Larrabee St & Armitage Ave,-87.643751586142855,41.918089072099825
10796,Lake Shore Dr & Diversey Pkwy,-87.6364246260904,41.932583296508859
10779,Aberdeen St & Monroe St,-87.655542106714762,41.880415724338022
10602,Carpenter St & Huron St,-87.653452278406988,41.894550607771158
10596,Wabash Ave & Adams St,-87.625705242350932,41.879482762336636
10499,Fort Dearborn Dr & 31st St,-87.608209933410976,41.838549047907506
10449,Ashland Ave & Blackhawk St,-87.66724779256181,41.90706333861219
10442,Ogden Ave & Race Ave,-87.658775066772662,41.891796847897943
10421,Damen Ave & Division St,-87.678448768443573,41.903265414293145
10342,Lake Shore Dr & Wellington Ave,-87.6368295639228,41.936693187258705
10301,Southport Ave & Belmont Ave,-87.663764353088979,41.939460067239018
10301,Sangamon St & Washington Blvd,-87.651102590565,41.883108955821683
10286,Morgan St & Polk St,-87.651026012298175,41.871787456147246
10258,Lake Shore Dr & Ohio St,-87.614488612120368,41.8925625482277
10054,Paulina St & Flournoy St,-87.669115658366664,41.872963575866351
10037,Orleans St & Hubbard St,-87.636621255911336,41.889974754335881
10037,Lake Shore Dr & Belmont Ave,-87.639190268899881,41.940768217104811
9992,DuSable Lake Shore Dr & Ohio St,-87.614486679618679,41.892561175784664
9980,California Ave & Milwaukee Ave,-87.697149250280631,41.922685921896814
9907,Eckhart Park,-87.660995777200085,41.896382902984726
9853,LaSalle St & Washington St,-87.632511775620728,41.882672865232919
9815,Halsted St & Polk St,-87.646637744044881,41.871835307125806
9754,Rush St & Hubbard St,-87.626199719066889,41.890177762749509
9701,Southport Ave & Clybourn Ave,-87.663722308257775,41.920770538771322
9697,Aberdeen St & Randolph St,-87.654270018252049,41.884118114778822
9646,Wolcott Ave & Polk St,-87.673691829353,41.871273555141023
9636,Clark St & Berwyn Ave,-87.668087415886021,41.978004051877392
9624,Michigan Ave & 18th St,-87.624549385960123,41.857826673064118
9623,May St & Taylor St,-87.655482645801811,41.869470693931056
9608,Franklin St & Adams St (Temp),-87.635503907869364,41.879333699821039
9552,Paulina Ave & North Ave,-87.6700165209116,41.910140850172816
9528,State St & 33rd St,-87.625812431287684,41.834734977228059
9518,Kedzie Ave & Milwaukee Ave,-87.7078842443401,41.9295750568428
9462,Calumet Ave & 18th St,-87.6194216449196,41.857624239262378
9440,Wells St & Walton St,-87.634434510726649,41.89993973980296
9360,Wabash Ave & 16th St,-87.62581227118055,41.860381014133495
9291,Lakefront Trail & Wilson Ave,-87.6453784097321,41.96584326404156
9256,Fairbanks St & Superior St,-87.62011501500011,41.895754348171877
9231,Noble St & Milwaukee Ave,-87.662594060061835,41.900685267137852
9206,Ashland Ave & Chicago Ave,-87.667734145279084,41.8958835962144
9079,Broadway & Wilson - Truman College Vaccination Site,-87.65818947989095,41.965212873439782
8963,Dearborn St & Adams St,-87.629755641369059,41.879246211462686
8961,Clark St & Leland Ave,-87.667439984567878,41.967094443769682
8856,Wentworth Ave & Cermak Rd,-87.631916892019916,41.853096571406937
8780,Sheridan Rd & Buena Ave,-87.654987110312035,41.958496737452272
8775,Ada St & Washington Blvd,-87.661204858133345,41.8828344779544
8774,State St & Harrison St,-87.627705481986609,41.874040475275756
8716,Western Ave & Winnebago Ave,-87.68702761197342,41.915537204550219
8696,Canal St & Monroe St,-87.639508433693663,41.881686888599326
8582,Broadway & Argyle St,-87.6597024407446,41.973795404480256
8546,Jefferson St & Monroe St,-87.642705841554047,41.880181383106752
8545,Racine Ave & Wrightwood Ave,-87.658977495812721,41.928891154378036
8518,State St & Van Buren St,-87.627867694563278,41.877158155363922
8510,Wacker Dr & Washington St,-87.636997989607451,41.883173874418212
8358,Field Museum,-87.617897548967335,41.865309577955308
8287,Marine Dr & Ainslie St,-87.650160806049357,41.97160983459036
8195,900 W Harrison St,-87.649806383859641,41.874752633194532
8017,Broadway & Berwyn Ave,-87.659757648336111,41.978353002958684
7952,Walsh Park,-87.667965253328546,41.914598985669009
7948,Larrabee St & North Ave,-87.6435022111586,41.910196712731583
7933,Dearborn St & Van Buren St,-87.629222009135376,41.876258145881771
7918,Halsted St & Maxwell St,-87.647074908737068,41.864875225991327
7879,Damen Ave & Thomas St (Augusta Blvd),-87.677422131030426,41.901325383471253
7846,Clinton St & Roosevelt Rd,-87.6410791052346,41.867117449906949
7840,Larrabee St & Oak St,-87.642988744841773,41.900227135209164
7776,Michigan Ave & Ida B Wells Dr,-87.624434632790582,41.8762341621657
7767,Ashland Ave & Augusta Blvd,-87.667879424157434,41.899638748042968
7636,Southport Ave & Irving Park Rd,-87.664341062939968,41.954171526221906
7600,MLK Jr Dr & 29th St,-87.616985340609332,41.8420467799829
7577,Cannon Dr & Fullerton Ave,-87.634434791714526,41.926754968219562
7252,Greenview Ave & Diversey Pkwy,-87.665946897771718,41.932599450555713
7181,Cornell Ave & Hyde Park Blvd,-87.586905191469128,41.802414549880311
7156,Broadway & Granville Ave,-87.66027831789954,41.994778530251494
7135,Financial Pl & Ida B Wells Dr,-87.633092588776535,41.875015609018945
7117,Ashland Ave & Grace St,-87.668698468943475,41.950685032429313
7085,Ellis Ave & 58th St,-87.601325653769791,41.788740340485568
7050,Throop St & Taylor St,-87.659129607733149,41.868931778882256
7043,Western Ave & Walton St,-87.686593295074573,41.898421800201625
6986,Racine Ave & 18th St,-87.656482397490578,41.858179077200134
6985,Ashland Ave & Wrightwood Ave,-87.6685197317036,41.928832810435161
6933,Wood St & Chicago Ave,-87.67208727135143,41.895631879485094
6858,Clybourn Ave & Division St,-87.640563615393631,41.904603520800542
6825,Wood St & Taylor St (Temp),-87.673755468630063,41.869311548504108
6800,Loomis St & Jackson Blvd,-87.6620096558603,41.877942343591208
6748,Delano Ct & Roosevelt Rd,-87.632191730757341,41.867491612820089
6742,Clark St & Bryn Mawr Ave,-87.669157898964656,41.983586250237344
6725,Clarendon Ave & Leland Ave,-87.650004868257255,41.967961544581357
6699,Woodlawn Ave & 55th St,-87.5964705162278,41.795267216698093
6676,Broadway & Thorndale Ave,-87.660136528494547,41.989746279606
6630,Leavitt St & North Ave,-87.682378623072367,41.910428091733138
6541,Broadway & Ridge Ave,-87.660268051667956,41.984050699469464
6516,Canal St & Jackson Blvd,-87.63941206988946,41.877235959530417
6500,Clark St & 9th St (AMLI),-87.6312156210892,41.870812301953841
6347,Elston Ave & Cortland St,-87.666753674383145,41.916438509157125
6251,Winthrop Ave & Lawrence Ave,-87.657647984626408,41.968824359164984
6180,Lake Park Ave & 53rd St,-87.586438194004728,41.799507888137455
6173,Ashland Ave & Grand Ave,-87.66663421913816,41.891076797176432
6109,Damen Ave & Charleston St,-87.6778799235405,41.920076742443911
6097,Clark St & Montrose Ave,-87.666088206710128,41.961579420382144
6043,Sheridan Rd & Lawrence Ave,-87.65470390020846,41.969509467764325
6018,Larrabee St & Menomonee St,-87.643326894557973,41.9146854280176
6013,Lake Park Ave & 56th St,-87.587789227049669,41.7932469323166
5962,Ashland Ave & Wellington Ave,-87.669830917796091,41.936086762889957
5918,Western Ave & Leland Ave,-87.688676443594133,41.966418793840816
5829,Sedgwick St & Schiller St,-87.638541329578032,41.907622098612116
5773,Canal St & Taylor St,-87.639473060261565,41.870233248693914
5764,Lincoln Ave & Belle Plaine Ave,-87.6801934834091,41.9560101534247
5735,Benson Ave & Church St,-87.68348350380316,42.048217390768912
5726,Ellis Ave & 53rd St,-87.600961960597274,41.7993432277471
5653,Campbell Ave & North Ave,-87.6895624929683,41.910535570790721
5588,Wood St & Augusta Blvd,-87.672196180953947,41.899177681141737
5580,Orleans St & Elm St,-87.6377174834461,41.9029186185681
5576,LaSalle St & Adams St,-87.631970572706308,41.879378041683978
5481,Racine Ave & Congress Pkwy,-87.6570298246195,41.874640631939329
5464,Elizabeth (May) St & Fulton St,-87.658160469978228,41.886604590309268
5454,Blue Island Ave & 18th St,-87.66156352797762,41.857532534101587
5453,Seeley Ave & Roscoe St,-87.679634035081619,41.943398280858204
5450,Damen Ave & Leland Ave,-87.67903703375589,41.96709575297983
5405,Leavitt St & Armitage Ave,-87.682446358825359,41.917804476251582
5347,Ravenswood Ave & Irving Park Rd,-87.673917170921968,41.954672104387463
5341,Clark St & Ida B Wells Dr,-87.6306725084086,41.875927823652916
5340,Logan Blvd & Elston Ave,-87.684163601084279,41.92945865111794
5328,Racine Ave & Randolph St,-87.656886754395543,41.884069427498147
5299,Sheridan Rd & Noyes St (NU),-87.677442191022863,42.058236328858221
5298,Emerald Ave & 31st St,-87.64513876091543,41.83820211950173
5272,Calumet Ave & 33rd St,-87.6179230139017,41.834885581621769
5258,Humboldt Blvd & Armitage Ave,-87.701811779591168,41.91751828056676
5234,Western Ave & Division St,-87.687310409484112,41.90289747288314
5188,Damen Ave & Grand Ave,-87.676861515019382,41.891281522349715
5174,Museum of Science and Industry,-87.583946465394291,41.79173512531105
5172,Racine Ave & Washington Blvd,-87.656979971241384,41.883074093211484
5120,Lincoln Ave & Sunnyside Ave,-87.684786484849653,41.963010603501942
5034,Lincoln Ave & Waveland Ave,-87.675273168808147,41.94880026361735
4951,Ashland Ave & Lake St,-87.667167706303744,41.885922556503786
4871,Damen Ave & Clybourn Ave,-87.677839018924232,41.931917806629095
4776,Western Ave & Fillmore St,-87.686248680885583,41.868595175780989
4767,Morgan Ave & 14th Pl,-87.65107860025168,41.862384513268282
4737,California Ave & Cortez St,-87.696712058615091,41.900363848634122
4725,Damen Ave & Wellington Ave,-87.67842876066662,41.935880802719574
4716,Halsted St & Roosevelt Rd,-87.648627220585183,41.867337764618313
4643,Wolcott (Ravenswood) Ave & Montrose Ave,-87.676191283558069,41.961414015427493
4637,Morgan St & 18th St,-87.6510825139552,41.858079264263445
4565,Blackstone Ave & Hyde Park Blvd,-87.59035857009421,41.802560270670355
4543,Sheridan Rd & Loyola Ave,-87.661219186183146,42.001065280028655
4522,Albany Ave & Bloomingdale Ave,-87.705142332784263,41.9140118249558
4498,Milwaukee Ave & Rockwell St,-87.692655789637755,41.9202107820876
4468,Leavitt St & Chicago Ave,-87.682011649496289,41.895497685821454
4423,California Ave & North Ave,-87.697183330508651,41.910434928439969
4370,Stave St & Armitage Ave,-87.691418345379873,41.917737244148732
4338,Leavitt St & Division St,-87.683803611779609,41.9029958648041
4265,Wood St & Hubbard St,-87.671486091526319,41.88989132352873
4184,Chicago Ave & Sheridan Rd,-87.677820278384218,42.050489396025327
4154,Rhodes Ave & 32nd St,-87.6134995178671,41.8363306807607
4138,McCormick Place,-87.618840376851182,41.851400811471684
4134,Kedzie Ave & Palmer Ct,-87.707329869806358,41.921522333720311
4127,California Ave & Francis Pl (Temp),-87.697437384046651,41.918513275815371
4012,Glenwood Ave & Morse Ave,-87.66548855333761,42.007969082522465
3962,Indiana Ave & 31st St,-87.621859098379588,41.838831994603716
3939,Paulina St & 18th St,-87.668708758220376,41.857896283896892
3859,Leavitt St & Belmont Ave,-87.683272959038689,41.939346189098238
3837,Sheridan Rd & Columbia Ave,-87.661424301631527,42.004579568368484
3836,State St & 35th St,-87.626821093657455,41.831041518519243
3813,Calumet Ave & 21st St,-87.619161595182263,41.854157198054068
3740,California Ave & Division St,-87.697484747729916,41.903025455120272
3737,California Ave & Altgeld St,-87.697694610775955,41.926680384276153
3728,Harper Ave & 59th St,-87.588310872564364,41.787942845651834
3613,Damen Ave & Foster Ave,-87.679453462809178,41.975618832117341
3595,Chicago Ave & Washington St,-87.679120658161352,42.032563423735745
3574,Damen Ave & Melrose Ave,-87.678525542285882,41.940590157062175
3513,Wabash Ave & Cermak Rd,-87.626503293674787,41.852616500392763
3501,Ravenswood Ave & Berteau Ave,-87.6735708902543,41.957916079180208
3422,Damen Ave & Madison St,-87.674924292533561,41.881385043763856
3400,Winchester Ave & Elston Ave,-87.676460111664724,41.924089814091175
3381,Campbell Ave & Fullerton Ave,-87.689304990260226,41.924638795297255
3380,Spaulding Ave & Armitage Ave,-87.710226118053356,41.917108256804774
3343,Southport Ave & Clark St,-87.664197767472459,41.957085617654855
3303,Damen Ave & Sunnyside Ave,-87.679272958204635,41.963253310989977
3269,Clinton St & Tilden St,-87.640778903297715,41.875876104423376
3268,Lincoln Ave & Addison St,-87.673308374960214,41.94617809694919
3262,Lake Park Ave & 35th St,-87.608796324757961,41.831273978500946
3231,Morgan St & 31st St,-87.651153900522971,41.837793652930955
3206,Paulina St & Montrose Ave,-87.671398526303861,41.961505095096676
3138,Clark St & Elmdale Ave,-87.669713268202614,41.990860979537963
3119,Shields Ave & 31st St,-87.635400552818226,41.838456458252615
3102,State St & 19th St,-87.6275450157705,41.856586665161217
3006,Central Park Ave & Bloomingdale Ave,-87.7167561375582,41.914164270991314
3001,Canal St & Harrison St,-87.6395818523659,41.874248284038678
2999,Elston Ave & Wabansia Ave,-87.664167644321438,41.912924568416116
2995,Ashland Ave & Belle Plaine Ave,-87.668845506818016,41.956062387659429
2982,Racine Ave & 15th St,-87.656586051576184,41.861258921529156
2975,Western Ave & Congress Pkwy,-87.686415990880619,41.874708274689077
2905,Greenview Ave & Jarvis Ave,-87.668584852499166,42.015965648898451
2900,Indiana Ave & 26th St,-87.622494217013838,41.845688621872405
2895,California Ave & Fletcher St,-87.698014073191715,41.938428321060492
2886,Clinton St & 18th St,-87.640834429473273,41.857936844480271
2814,University Library (NU),-87.67342378284998,42.052937906538716
2761,California Ave & Montrose Ave,-87.695435903205407,41.96107706669688
2740,Troy St & North Ave,-87.705297635332286,41.909784177273721
2737,Washtenaw Ave & Lawrence Ave,-87.696077605045616,41.968894579112153
2718,Leavitt St & Lawrence Ave,-87.684010270022085,41.968890128826374
2695,Damen Ave & Walnut (Lake) St,-87.677011073521342,41.885949040556625
2682,Wells St & 19th St,-87.633874044671828,41.8567986748173
2679,Ogden Ave & Congress Pkwy,-87.673257648103743,41.87500967455771
2678,Wentworth Ave & 33rd St,-87.631826176206047,41.8345301259522
2649,Clark St & Schreiber Ave,-87.671374103733541,41.999252884654581
2649,Ashland Ave & 13th St,-87.6665090118573,41.865241226606258
2622,Rockwell St & Eastwood Ave,-87.693644477337912,41.965877152734556
2619,Talman Ave & Addison St,-87.694629002848345,41.946636944845352
2567,Campbell Ave & Montrose Ave,-87.691168301449153,41.961542026030351
2556,Wallace St & 35th St,-87.641272135664991,41.831211567656524
2533,Lake Park Ave & 47th St,-87.591877558136531,41.809438858559027
2497,St. Louis Ave & Fullerton Ave,-87.714495702410943,41.9248240063957
2483,Halsted St & North Branch St,-87.6485924535925,41.899478717507037
2473,Leavitt St & Addison St,-87.683367023772718,41.946642738467439
2472,Emerald Ave & 28th St,-87.645379317038859,41.843581707783208
2464,Claremont Ave & Hirsch St,-87.685858451919614,41.907775274196482
2463,Damen Ave & Cullerton St,-87.6756777487901,41.854967281936645
2434,Western Ave & Roscoe St,-87.687290141922873,41.943037369634318
2380,Laflin St & Cullerton St,-87.663589302155486,41.854894683310931
2363,Clark St & Lunt Ave,-87.674173907329617,42.009059173178215
2354,Eastlake Ter & Rogers Ave,-87.665054374031385,42.020889979205634
2338,Artesian Ave & Hubbard St,-87.688208893622871,41.889503022874237
2209,Lincoln Ave & Winona St,-87.692569746152316,41.974914583295586
2205,Sheridan Rd & Greenleaf Ave,-87.662410420417174,42.0105885384535
2173,Oakley Ave & Irving Park Rd,-87.686073361831546,41.9543255424805
2087,Clark St & Columbia Ave,-87.672401922194467,42.004455033406813
2061,Calumet Ave & 35th St,-87.61803368048524,41.831380441965095
2054,Western Ave & Monroe St,-87.6860927866601,41.879794908076931
2036,May St & Cullerton St,-87.654135075908627,41.855145172475453
2027,California Ave & Byron St,-87.6980591820967,41.9521593018402
2019,Glenwood Ave & Touhy Ave,-87.666049199727681,42.012716826706246
2017,Troy St & Elston Ave,-87.70664713084777,41.945239348805138
2015,Smith Park,-87.6893932136079,41.892035208992539
1981,Richmond St & Diversey Ave,-87.70120726696112,41.931908901635474
1978,Paulina St & Howard St,-87.673566416400362,42.019154685960537
1973,N Green St & W Lake St,-87.65,41.89
1961,63rd St Beach,-87.576247741876685,41.780955450601716
1959,Hoyne Ave & Balmoral Ave,-87.681940007121014,41.979867329377221
1935,Francisco Ave & Foster Ave,-87.70142704496638,41.975640752056847
1923,Halsted St & 21st St,-87.646592502516953,41.853784561523696
1921,Wentworth Ave & 24th St (Temp),-87.632143139167127,41.850079433779278
1879,Marshfield Ave & Cortland St,-87.668927484598157,41.916018041825417
1840,Greenwood Ave & 47th St,-87.599371528755483,41.809827546353304
1825,Kimball Ave & Belmont Ave,-87.71157786474518,41.939402814032874
1775,Spaulding Ave & Division St,-87.709227066912675,41.902713675746504
1771,Halsted St & 35th St,-87.647153176256268,41.83066474175039
1769,Albany Ave & Montrose Ave,-87.705859223584,41.961034778100611
